,TITLE,today,tomorrow
1733,"Apple iOS 7.1 update released to fix bugs, add in-car iPhone features",1,1
1734,"iOS 7.1 Untethered Jailbreak: Apple Update Patches Evasi0n7, When to Expect  ...",1,1
1738,Apple CarPlay lures convenience over safety,1,1
1739,"Apple (NASDAQ:AAPL) iOS 7.1 update for the iPhone, iPad and iPod Touch  ...",1,1
1743,Apple iOS 7.1 Update Patches Evasi0n 7 Jailbreak Exploits: How To Stay  ...,1,1
1750,"Apple releases iOS 7.1 with CarPlay, improved UI, and more lifelike Siri",1,1
1752,Apple's OS 7.1 changes the Caps Lock key again,1,1
1753,Hands on with Apple iOS 7.1: What's new? (pictures),1,1
1755,Apples iOS 7.1 Release Date Arrives: User Experience Updated And New  ...,1,1
1759,"Apple releases iOS 7.1 update with bug fixes, Carplay",1,1
1761,Apple Releases Xcode 5.1 With Support for iOS 7.1,1,1
1764,Apple Releases iOS 7.1 with New Features,1,1
1766,"Apple Updates IPhone Software to Fix Bugs, Add Features for Cars",1,1
1767,"Apple ships iOS 7.1 with CarPlay support, home screen crash fix",1,1
1768,Apple's iOS 7 Gets First Major Update,1,1
1770,Apple Releases iOS 7.1 Update for iPad and iPhone,1,1
1772,"Apple adds support for new, previously-unknown iPad models in iOS 7.1",1,1
1773,Five Companies Apple Should Buy Now,1,1
1774,Apple Debuts CarPlay In-Vehicle Technology With iOS 7.1 Release,1,1
1776,"Apple Rolls Out iOS 7.1, New Features Include Much-Hyped CarPlay, End of  ...",1,1
1779,Apple releases iOS 7.1 - Exchange administrators applaud (or not),1,1
1780,"Apple iOS 7.1 Update Adds CarPlay, Fixes 'White Screen of Death'",1,1
1781,Will Apple Make The Connected Car Part Of Its Smart Home Strategy?,1,1
1784,"iOS 7.1 Update: Apple Releases iOS 7.1 Update, Available Now",1,1
1786,Apple iOS 7.1 update officially released with CarPlay support,1,1
1788,"Apple Finally Releases iOS 7.1, Biggest Update Since iOS 7",1,1
1789,Apple updates iOS 7 with improved fingerprint reader and CarPlay,1,1
1790,Apple CarPlay FAQ: Everything You Need to Know,1,1
1791,"Apple releases iOS 7.1, fixes bugs, adds extra features",1,1
1792,"Apple iOS 7.1 adds CarPlay support, Siri improvements, and more",1,1
1793,Apple finally unleashes iOS 7.1 for iPhone and iPad owners,1,1
1795,"Apple iOS 7.1 update offers Siri, FaceTime changes and iPhone 4 performance  ...",1,1
1796,"Apple releases iOS 7.1 with CarPlay support, UI changes, bug fixes",1,1
1797,"Apple releases iOS 7.1 with handy new features, big bug fixes",1,1
1798,"Apple releases iOS 7.1 with updates for Siri, CarPlay, iTunes Radio and a bunch  ...",1,1
1802,"Apple's iOS 7.1 lands with CarPlay, improved fingerprint scanner",1,1
1804,"Apple releases iOS 7.1 with reboot fix, UI tweaks, and CarPlay",1,1
1805,"Apple Releases iOS 7.1 with CarPlay, Siri Improvements, iTunes Radio Tweaks  ...",1,1
1806,"Apple releases iOS 7.1 to the public, sports 'improvements and bug fixes'",1,1
1807,"Apple Releases iOS 7.1, Which Adds CarPlay Support, New Siri Options and  ...",1,1
1809,"CarPlay: Not Perfect, but Perfect for Apple",1,1
1810,Photos of the Day: Apple's CarPlay,1,1
1811,Apple's CarPlay May Be Installed in Older Vehicles,1,1
1812,Apple seeks car access,1,1
1813,Apple CarPlay under fire over safety concerns,1,1
1814,Apple Moves to Take On Google -- in Your Car,1,1
1815,Apple Dials Up Effort To Meld iPhone with Cars,1,1
1817,Why we're less than impressed with Apple's “me-too” CarPlay system,1,1
1818,Will Apple's Pandora Diss Turn CarPlay Into Another Google Maps?,1,1
1819,Goldman Comments on Rumors Apple (AAPL) Plans to Accelerate Product Cycles,1,1
1820,Will Apple Inc. (AAPL) Impress Investors In 2014?,1,1
1821,Why Apple will struggle to wow investors this year,1,1
1822,Apple's CarPlay Draws Criticism From Safety Experts,1,1
1824,"Apple Inc., Google Inc Maps Spat Spills Over To CarPlay",1,1
1825,"Apple Remote App Updated For iOS 7.1: Browse Purchased Movies, TV Shows  ...",1,1
1826,You Can Now AirPlay to the Apple TV in Environments Where Bonjour is Blocked,1,1
1827,Apple TV Update Helps Hide Unwanted Channels Easily,1,1
1828,"Apple Updates iTunes Festival App, Adds Channel to Apple TV",1,1
1829,"Apple TV Firmware 6.1 (11D169b) Released, Here's What Is New",1,1
1830,Apple TV 6.1 and Remote 4.2 Bring Welcome Interface Improvements,1,1
1831,"Apple TV software update allows icon moving, clutter cleaning",1,1
1833,Apple TV update makes it easy to hide unwanted channels,1,1
1834,Apple TV Update Adds Ability to Hide Channels,1,1
1835,Hide apps easier in new Apple TV update,1,1
1836,Apple TV update hides unwatched channels with ease,1,1
1838,Updated Remote App Brings The Ability To Control iTunes Radio On An Apple TV,1,1
1839,Apple TV 6.1 update makes it easier to hide unwanted channels,1,1
1840,Apple Updates Remote App With Ability to Control iTunes Radio on Apple TV  ...,1,1
1841,Apple TV Software Update Makes It Much Easier To Hide Unwanted Channels,1,1
1842,FYI: Apple TV also got an update today,1,1
1843,How to manually restart your Apple TV,1,1
1844,Apple TV 6.1 Software Update Makes Hiding Channels Easier,1,1
1845,"Apple TV 6.1 update released, allows users to hide channels",1,1
1846,iTunes Festival channel added to Apple TV ready for SXSW,1,1
1847,"Apple launches revamped iTunes Festival channel on Apple TV, and other news  ...",1,1
1848,iTunes Festival channel added to Apple TV,1,1
1851,iTunes Festival Gets An Apple TV App,1,1
1852,Apple asks for my credit card number when I create an App Store account…,1,1
1853,iTunes Festival channel hits Apple TV for Tuesday's US opening,1,1
1854,Apple TV Updated with iTunes Festival Channel,1,1
1855,Apple Adds Apple TV Channel For iTunes Festival SXSW,1,1
5554,"Twitter goes down for 'most users' on internet, Apple iPhone, Android and mobile  ...",1,1
5655,Flappy Bird: Creator Dong Nguyen considers bringing back game to Apple  ...,1,1
9876,Google Plans First Retail Space Near NYC Apple Store,0,0
9886,Report: Google Eyes First US Retail Location Near NYC Apple Store,0,0
9892,Google might finally be readying its competition for the Apple Store,0,0
9893,Google may launch its first US retail store in New York — right next to the Apple  ...,0,0
9998,SoftBank's Masayoshi Son won iPhone exclusivity after pitching Apple cellphone  ...,0,0
10169,"Free Movies and TV Straight to Your Apple Device, Coming Soon on United",0,0
10170,United Airlines Launching In Flight Streaming Service For Apple Devices,0,0
10177,Free in-flight Movies for Apple Devices on United Airlines,0,0
10181,Apple devices said to get free in-flight movies on United,0,0
10478,"Apple rules supreme, BlackBerry's fall is Windows Phone's gain, and Facebook  ...",0,0
13675,The Switch made a Pi Day pie. It was apple.,0,1
13694,"Try This Raw ""Apple Pi"" for Pi Day!",0,1
13712,Celebrate Pi Day with graham cracker crumb apple pie,0,1
17407,Apple re-introduces iPad 4 as iPad 2 discontinued,1,1
17408,"iPad 2 discontinued by Apple, replaced by iPad with Retina",1,1
17409,Apple Reintroduces Fourth-Generation iPad To Replace iPad 2,1,1
17410,Apple Introducing 8GB iPhone 5C In Europe,1,1
17412,Apple introduces cheaper IPhone 5c with less memory in Europe,1,1
17413,CORRECTED-Apple to replace iPad 2 with upgraded iPad 4,1,1
17414,Finally! Apple replaces the iPad 2 with the last-gen iPad 4 at the same price  ...,1,1
17415,Apple iPhone 5c with 8 GB is now official,1,1
17416,Apple Introduces More Affordable IPhone 5c With Less Memory,1,1
17417,Apple releases cheaper 8GB iPhone 5c - but not yet for U.S. market,1,1
17418,Is Apple shifting tactics to take on Samsung? Firm launches 'cut-price' version of  ...,1,1
17419,"Apple replaces iPad 2 with iPad 4, launches cheaper iPhone 5C",1,1
17420,"UPDATE 1-Apple replaces iPad 2 with iPad 4, launches cheaper iPhone 5C",1,1
17422,Apple share price: Tech giant launches cheaper version of iPhone 5C,1,1
17424,Apple reportedly crawls back to Samsung again for iPad mini displays,1,1
17425,Apple introduces cheaper iPhone 5C,1,1
17426,Apple to replace iPad 2 with upgraded iPad 4,1,1
17427,"Apple Launches Cheaper iPhone 5C, Replaces iPad 2 with iPad 4",1,1
17428,"Apple launches 8 GB iPhone 5c and relaunches 16 GB iPad 4, and other news  ...",1,1
17429,Apple Adds More Market Competition with 8GB iPhone 5C [Updated],1,1
17430,Apple launches new and cheaper iPhone 5c with 8GB of storage,1,1
17431,Apple ditches iPad 2 and releases 8GB iPhone 5c,1,1
17432,"Apple Retires iPad 2, Replaces it with Updated $399 Fourth Gen iPad",1,1
17433,Apple Outs 8 GB iPhone 5c Priced At £429,1,1
17434,"Apple brings product back from the dead, releases new version of iPhone 5C",1,1
17435,Apple Just Released Its Cheapest iPhone Ever,1,1
17436,The fourth generation iPad returns to lineup at Apple,1,1
17438,Apple is reintroducing iPad 4 to replace iPad 2,1,1
17439,Apple Says Lower-Cost iPhone 5c Should Help It in Growing Mid-Tier Market,1,1
17440,"Apple's 8GB iPhone 5c is international-only for now, while iPhone 4s lives on [u]",1,1
17441,Apple officially announces 8GB iPhone 5C,1,1
17442,Apple Wants To Bring Back iPad 4,1,1
17443,"Apple Resurrects iPad 4, Drops iPhone 5c Price",1,1
17444,Apple replaces iPad 2 with iPad 4,1,1
17446,"Apple launches 8GB iPhone 5c, re-releases iPad 4 and kills off iPad 2 [UPDATED]",1,1
17447,"Apple Inc relaunches iPad 4 for $399 with upgrades, ditches iPad 2",1,1
17448,"Apple announces 8GB iPhone 5c, resurrects the iPad 4",1,1
17450,"Apple Releases 8GB iPhone 5C, Retires iPad 2",1,1
17451,Apple's iPhone 5c Now Available in 8GB Version,1,1
17453,"iPhone 6 Release Date, Features & Specs: 5c to Relaunch at 8GB? Apple  ...",1,1
17454,"Apple reconfigures tablet line-up, drops iPad 2 in favour of 4th generation iPad",1,1
17455,Apple brings product back from the dead,1,1
17456,TECH: Apple launches 8GB iPhone 5C,1,1
17457,"Apple Nixes The iPad 2, Reintroduces iPad 4 With Retina Display",1,1
17458,"Apple Ditches iPad 2, Drops iPad 4 to $399",1,1
17459,"Apple Announces iPad 4 Relaunch, Confirms 8 GB iPhone 5c Limited to Select  ...",1,1
17462,"Apple adds 8GB iPhone 5c, re-launches 4th-gen iPad, ends iPad 2",1,1
17463,Apple finally phases out the iPad 2 with the iPad 4; Introduces 8GB iPhone 5c  ...,1,1
17464,Apple launches 8GB iPhone 5C,1,1
17466,"Apple kills the iPad 2, resurrects the iPad 4",1,1
17467,Apple launches 8 GB iPhone 5c in Europe,1,1
17468,"Apple Launches 8GB iPhone 5c, Replaces iPad 2 With 4th Gen iPad",1,1
17469,Confirmed: Apple's Cheaper 8GB iPhone 5C Is Real,1,1
17470,Apple launches cheaper iPhone 5C version...,1,1
17471,Apple Introduces More Affordable IPhone 5c With Less Memory (1),1,1
17472,Apple Launches $399 IPad 4 With Retina Display,1,1
17473,"Apple refreshes iPad range: iPad 2 ditched, iPad 4 with Retina now entry-level  ...",1,1
17474,"Apple's iPhone 6 update: Pressure, temperature and humidity sensors all landing?",1,1
17476,Nokia takes a jab at Apple over 8GB iPhone 5c,1,1
17477,"Apple replaces iPad 2 with iPad 4, introduces 8 GB iPhone 5c in Europe",1,1
17478,"Bye, Bye iPad 2: Apple Discontinues the Second-Generation Tablet",1,1
17480,"Apple introduces cheaper version of iPhone 5C, but will everyone get it",1,1
17481,"Apple 'relaunches' fourth-generation iPad, discontinues iPad 2",1,1
17484,Apple Introduces Cheaper IPhone 5c With Less Memory,1,1
17485,Apple launching iPhone 5C 8GB,1,1
17486,Apple stores selling refurbished iPad Air,1,1
17487,"Apple Launches 8GB iPhone 5C in China, Europe",1,1
17488,Apple (AAPL) Replaces $399 iPad 2 With Fourth-Generation iPad,1,1
17489,Apple Brings Back 4th-Gen iPad To Replace iPad2,1,1
17490,New iPhone 5C: Apple introduces cheaper iPhone 5C,1,1
17491,"Apple replaces the iPad 2 as 'most affordable iPad,' reintroduces the iPad 4",1,1
17492,"Apple shuffles iPad line, sells cheaper iPhone 5c overseas",1,1
17493,Apple (AAPL) Introduces 8GB iPhone 5C in Europe,1,1
17494,Apple sells 8 GB iPhone 5c model in UK for GBP 409,1,1
17495,Apple launch cheaper 8GB version of iPhone 5c in bid to boost sales,1,1
17496,"Apple Unveils New, Smaller iPhone 5C And Revives Old iPad",1,1
17498,Apple Inc. (AAPL) iPhone 5C 8GB At $549 Price Become A Game Changer !,1,1
17499,"Apple retires iPad 2, tweaked iPad 4 now $399",1,1
17500,"Apple rolls out cheaper, smaller version of iPhone 5C",1,1
17501,Apple launches 8 GB iPhone 5C – but why would you want it?,1,1
17502,"The Next Apple TV Is Likely To Focus On Gaming, Be The Size Of A Google  ...",1,1
17503,"Apple phases out iPad 2, relaunches iPad 4 with retina display to replace it",1,1
17504,"Apple Drops iPad 2, Brings Back iPad 4",1,1
17505,Apple relaunches iPad 4 worldwide,1,1
17506,Apple brings back fourth-generation iPad,1,1
17507,New iPhone 5C with less storage space and lower price shows up in UK Apple  ...,1,1
17508,Apple to release an 8GB iPhone 5C model?,1,1
17509,Apple going cheap(er) with 8GB iPhone 5c,1,1
17510,Apple's slow-selling iPhone 5C gets a trim at the halfway mark,1,1
17511,Apple debuts 8GB iPhone 5c in Europe and China,1,1
17512,8 GB iPhone 5c appears in UK online Apple Store,1,1
17513,"8GB iPhone 5c Goes Up For Sale In Europe & Asia, As Apple Also Tweaks  ...",1,1
17514,Apple Bids iPad 2 Goodbye and Replaces it With Fourth Generation iPad,1,1
17518,Apple Introduces 8 GB iPhone 5C in Europe and China,1,1
17519,"Apple re-launches iPad 4, scraps iPad 2",1,1
17520,Apple Is Launching a Much Cheaper 8GB iPhone 5c,1,1
17522,Apple Inc. (AAPL) news: 8GB iPhone 5C rolled out; iPad 2 replaced with 4th-gen  ...,1,1
17523,"Apple Drops iPad 2, Brings Back 4th-Gen Model at $399 — Discounts iPhone 5c  ...",1,1
17524,"Apple Launches 8 GB iPhone 5c, 16 GB iPad 4 Makes its Return (Updated)",1,1
17525,"Apple 8GB iPhone 5c launched officially, but unlocked pricing still a mystery",1,1
17526,"Apple Finally Kills iPad 2, Europeans Can Now Buy Rumored 8GB iPhone 5c",1,1
17527,"Apple Launches 8 GB iPhone 5c, Relaunches 16 GB iPad 4",1,1
17528,Cheaper iPhone 5C 8GB Arriving In Apple Store This Week?,1,1
17529,"Apple Retires iPad 2, Brings Back Fourth-Generation iPad",1,1
17531,Apple Releases Cheaper 8GB iPhone 5C,1,1
17532,"Apple launches 8GB iPhone 5c, replaces iPad 2 with iPad 4",1,1
17533,"Apple Relaunches iPad 4, Discontinues iPad 2",1,1
17534,Rumor: Apple taps Samsung to take over iPad mini display manufacturing from  ...,1,1
17536,"Apple takes iPad 2 off the shelves, replaces it with iPad 4th gen",1,1
17537,RIP: Apple Just Killed the iPad 2,1,1
17538,"Apple Releases New 8GB iPhone 5c Internationally, U.S. Launch Uncertain",1,1
17540,Apple resurrects iPhone 5C with 8GB model for £429.99,1,1
17541,Apple aims to boost iPhone 5c sales with cheaper 8GB model,1,1
17542,Report: Apple to offer new iPhone 5C for less than $99,1,1
17543,Apple Adds More Market Competition with 8GB iPhone 5C,1,1
17545,"Apple Updates Most Affordable 9.7-inch iPad with Retina display, Improved  ...",1,1
17546,"iPad Air Now Available For Only $419 In Apple Stores Nationwide, The Only  ...",1,1
17547,Apple Launches 8GB iPhone 5C And Relaunches 16GB iPad 4 With Retina  ...,1,1
17548,Apple Updates Most Affordable 9.7-inch iPad,1,1
17549,Apple launches cheaper 8GB iPhone 5C,1,1
17550,"Apple stops selling the aging iPad 2, relaunches iPad 4 as its cheapest large tablet",1,1
17551,Apple's cheaper 8GB iPhone 5c goes on sale in Europe and China,1,1
17552,"Apple Inc. (AAPL) To Slash iPhone 5C Price, To Bring 8GB Version",1,1
17553,"Apple Inc. Relaunches iPad 4, Dumps iPad 2",1,1
17554,"Apple iPad 2 dropped, replaced by “iPad with Retina”",1,1
17555,Apple iPhone 5C price cut could entice owners of old iPhones to upgrade,1,1
17556,Why did Apple just release a cheaper iPhone 5c?,1,1
17557,"Apple Updates IPad Tablet With Better Cameras, Faster Processor",1,1
17558,Apple's iPad with Retina display now starting at $399,1,1
17559,"Apple launches 8GB iPhone 5C, still isn't a cheap iPhone",1,1
17560,"Apple boasts of improved cameras, enhanced performance in re-released 'iPad 4'",1,1
17561,"Apple launches cheaper 8GB iPhone 5C, but not in the US",1,1
17562,Apple brings back iPad 4 to replace aging iPad 2: Priced at $399 for Wi-Fi-only  ...,1,1
17563,Apple Launches Cheaper iPhone 5C 8GB Variant In UK Through O2,1,1
17564,"Apple iPad 4 is back, and this time it's $399",1,1
17565,Apple iPad 2 discontinued and replaced by iPad 4 at same price,1,1
17566,"Apple Updates 9.7-inch iPad with Retina display, Improved Cameras – Quick Facts",1,1
17567,Apple Reportedly Picks Samsung To Manufacture iPad Mini Display Panels,1,1
17568,Apple is now selling an 8GB version of the iPhone 5C,1,1
17569,"Apple stops selling iPad 2, replaced by iPad with Retina display",1,1
17571,Quick Note: Apple Replaces Archaic iPad 2 with Fourth Gen Retina iPad,1,1
17572,Apple's 8GB iPhone 5c: Deal or No Deal?,1,1
17573,"Apple Quietly Pulls iPad 2, Puts iPad 4 on Sale Again",1,1
17574,Apple (AAPL) Announces iPad with Retina Display; Will Start at $399,1,1
17575,"Apple Unveils New iPad Starting at $399, Includes 9.7-In. Screen with Retina  ...",1,1
17576,"At Apple, What's Old Is New Again",1,1
17578,"Apple resurrects the iPad 4 at $399, retires the iPad 2 at long last",1,1
17581,"Apple Launches 8GB iPhone 5C, Says Goodbye to the iPad 2.",1,1
17583,Apple Discontinues iPad 2: Brings Back Fourth-Generation iPad with Retina  ...,1,1
17584,"Despite courtroom battles, Apple picks Samsung to make iPad mini displays  ...",1,1
17586,Apple adds 8GB model to 'failed' iPhone 5C range. Not cheap.,1,1
17587,"Apple Retires iPad 2, Replaces It With Fourth-Gen Retina iPad",1,1
17588,Apple Launches Cheaper 8 GB iPhone 5c In Select Markets,1,1
17590,"Hoping to spur sales, Apple introduces less expensive 8GB iPhone 5c",1,1
17591,Apple Now Has a £429 8GB iPhone 5C,1,1
17592,"Apple discontinues iPad 2, relaunches iPad 4 at $399 onwards",1,1
17593,"Apple discontinues iPad 2, re-launches iPad 4",1,1
17594,Apple relaunches the iPad 4 worldwide,1,1
17595,"Apple ditches iPad 2, brings back iPad 4 with Retina display",1,1
17596,"In Market Share Move, Apple Lobotomizes One Product, Resurrects Another",1,1
17597,"siliconANGLE » Apple introduces 8GB iPhone 5c in UK, iPad 4th gen reintroduced",1,1
17598,Apple launches 8GB iPhone 5C for £429,1,1
17599,Apple Inc. (AAPL) has released an 8GB iPhone 5c in Europe,1,1
17600,Apple introduces 8GB iPhone 5C,1,1
17601,"Apple unveils cheaper 8GB iPhone 5c, brings back the iPad 4 and finally kills off  ...",1,1
17602,"Apple's halves iPhone 5C memory, slashes price in UK and Europe",1,1
17604,Apple launches iPhone 5C with 8GB variant,1,1
17605,Apple launches 'cheaper' 8GB iPhone 5C,1,1
17606,Apple starts selling the 8GB iPhone 5C in Europe,1,1
17607,"Apple discontinues iPad 2, brings back iPad 4 at $399 to replace it",1,1
17608,"Apple discontinues iPad 2, relaunches 16GB iPad 4 and unveils 8GB iPhone 5C",1,1
17609,Apple launches iPhone 5c that is £40 cheaper,1,1
17611,Apple Unleashes a Cheaper iPhone 5C with 8GB storage,1,1
17614,Apple iPad Pro Concept shows iPhone 5S-like Touch ID,1,1
17615,"Apple finally ditches non-Retina iPad 2, relaunches 16GB iPad 4 for $399",1,1
17617,Apple launches a cheaper 8GB iPhone 5c,1,1
17618,"Apple launches cheaper 8 GB iPhone 5c, finally discontinues iPad 2",1,1
17619,"Apple's Shuffle: 8GB iPhone 5c Now Available In UK, iPad 4 Re-Introduced To  ...",1,1
17622,Apple to unveil iPhone 8GB 5C ANY MINUTE NOW?,1,1
17624,Apple iPhone 5C New 16GB Capacity Smartphone: Top 10 Best EMI Offers,1,1
17626,Apple launches iPhone 5C with 8GB storage for £429,1,1
17627,Apple releases the 8GB iPhone 5c across Europe,1,1
17628,Apple introduces cheaper version of the iPhone 5C with 8GB storage,1,1
17629,Apple discontinues iPad 2 and replaces it with fourth-generation iPad with  ...,1,1
17630,"Apple to launch less costly 8GB iPhone 5c, relaunch 'iPad 4'",1,1
17632,Apple reportedly set to fight iPhone 5c flop with new cheaper version launching  ...,1,1
17633,Apple quietly tries to fix iPhone 5c flop with new cheaper model,1,1
17636,"Apple shakes up product range with 8GB iPhone 5c, iPad 2 makes way for iPad 4",1,1
17638,Apple discontinues iPad 2 in favour of 16GB iPad 4 as new entry-level model,1,1
17640,Concept design shows larger Apple iPad Pro having iPhone5S-like TouchID,1,1
17642,"Apple releases 8GB version of iPhone 5c, retires iPad 2",1,1
17643,iPhone 5C 8GB: Apple Launches Cheaper iPhone,1,1
17647,Apple Inc. Releases 8GB iPhone 5C,1,1
17648,Apple's cheaper 8GB iPhone 5C is now on sale,1,1
17649,Apple iPhone 5C 8GB version officially announced,1,1
17650,Apple Launches Cheaper 8GB iPhone 5c to Boost Flagging Sales,1,1
17651,"Apple has quietly retired the iPad 2, instead bringing the iPad 4 back as the  ...",1,1
17652,Apple iPhone 5C 8GB variant launched [update],1,1
17653,Apple introduces cheaper iPhone 5c & axes iPad 2,1,1
17656,"Apple retires iPad 2, 16GB iPad 4 replaces it",1,1
17658,Apple Reintroduces The iPad 4 Starting At $399,1,1
17660,Apple launches cheaper iPhone 5c,1,1
17662,Apple launches cheaper version of its iPhone 5c,1,1
17663,Apple launches cheaper iPhone 5c in the UK,1,1
17664,Apple slash £40 off price of iPhone 5c smartphone - but you now only get half  ...,1,1
17665,Apple launches 8GB iPhone 5c; may hit Indian store shelves,1,1
17666,"Apple introduces 8GB iPhone 5c, brings iPad 4 back to life",1,1
17667,Apple likely to launch 8GB variant of iPhone 5C,1,1
17668,"Farewell, iPad 2: Apple's iPad With Retina Display Is Back",1,1
17671,"Apple replaces iPad 2 with 4th-gen iPad, leaves original iPad mini as only non  ...",1,1
17673,"Apple finally dumps the iPad 2, brings back fourth-generation iPad",1,1
17674,"Apple Releases 8GB iPhone 5c, Brings Back iPad 4",1,1
17675,Apple kills iPad 2 in favor of 4th-gen Retina display model,1,1
17676,Apple's new 8GB iPhone 5c now available worldwide,1,1
17677,iPhone 5C 8GB smartphone lands on European Apple Store,1,1
17678,"Apple has launched a cheaper, 8GB iPhone 5c",1,1
17679,Apple Replaces iPad 2 With 4th Generation iPad,1,1
17680,"Apple likely to cut iPhone 5C price, reduce storage to 8GB",1,1
17681,Apple releases cheaper 8GB iPhone 5c on UK carrier O2 [u],1,1
17682,"Apple's 8GB iPhone 5c official, is significantly cheaper",1,1
17683,Apple re-introduces fourth-generation iPad in 16 GB model starting at $399  ...,1,1
17685,iPhone 6 Release Date Nears as Apple to Further Bring Down iPhone 5C Price,1,1
17686,New Apple phone launch today? Cheaper 8GB iPhone 5C,1,1
17687,Apple picking its old strategy for iPhone 5C,1,1
17688,"Apple Prepping To Launch A ""Cheaper"" 8 GB iPhone 5c",1,1
17689,Apple may introduce cheaper iPhone 5C with 8GB storage today,1,1
17690,Apple May Introduce Cheaper iPhone 5C with 8 GB storage on Tuesday,1,1
17691,Apple to reportedly launch 8GB iPhone 5c on Tuesday,1,1
17692,"5 things you missed: A cheaper iPhone 5C, Apple Healthbook and more",1,1
17693,Apple may launch cheaper 8GB iPhone 5c on 18 March,1,1
17694,Apple expected to launch 8GB variant of iPhone 5C to attract more sales,1,1
17695,Apple rumoured to launch cheaper 8GB iPhone 5c,1,1
17698,Apple iPhone 5c to go low on memory and cheap on price,1,1
17699,Apple to launch 8GB iPhone 5c tomorrow,1,1
17700,New Leak Suggests Apple May Launch A Cheaper 8GB iPhone 5c Tomorrow,1,1
17701,Apple rumored to launch 8GB iPhone 5C,1,1
17703,Rumor: Apple iPhone 5C with 8 GB to launch Tuesday - Will it help sales?,1,1
17704,Apple reportedly launching a cheaper iPhone 5C 8GB today,1,1
17705,Apple to launch 8GB iPhone 5c: Rumors,1,1
17706,Apple to release 8GB iPhone 5c this week?,1,1
17708,"Apple's ""Real Smartphone"" Market Share in China Is Much Higher Than You Think",1,1
17709,Size matters: Apple iPhone users suffer 'large-screen envy',1,1
17710,Apple Might Be Replacing iPad 2 with $399 iPad 4,1,1
17712,Apple May Reintroduce Discontinued iPad 4 Alongside 8 GB iPhone 5c Tomorrow,1,1
17713,Apple to make iPhone more affordable with 8GB 5C?,1,1
17715,LEAKED: Apple May Launch A Cheaper Version Of The iPhone 5c,1,1
