,TITLE,today,tomorrow
1376,"Google Chromecast sells millions, coming to 'many more countries' this month",0,0
1377,Google to launch developer kit for wearable tech in two weeks,0,0
1378,Google (GOOG) to Release an SDK For Wearable Devices in Two Weeks: Report,0,0
1379,Google Readies Android Push Into Wearable Devices,0,0
1381,Google taps LG for Nexus 6: Everything we think we know about the next Nexus,0,0
1382,Google to release software development kit for wearables,0,0
1383,Google : An SDK for Android wearables is coming after two weeks,0,0
1384,Android coming to wearables says Google,0,0
1385,Google Has Sold Millions Of Chromecast Devices,0,0
1386,"Google to release ""wearable"" Android within a fortnight",0,0
1388,Google Chromecast Headed To More Countries Soon,0,0
1389,Google promises Android SDK for wearables,0,0
1390,Google to rollout new wearable developer tools for Android,0,0
1391,Google wants Android to dominate wearables like it does smartphones,0,0
1392,Google on wearables: 'We're just scratching the surface',0,0
1394,Google Android SDK for smartwatches and wearables arriving this month,0,0
1395,"Google Chromecast sales in the millions, coming to more countries in 'weeks'",0,0
1396,Google Launching Android SDK For Wearable Devices In 2 Weeks,0,0
1397,Google to release Android SDK for wearables in two weeks,0,0
1398,Google to release Android Software Developer Kit For wearable tech,0,0
1399,"Android SDK For Wearables Coming In 2 Weeks, Says Google",0,0
1400,Google preparing to release Android-based SDK for wearable devices by March  ...,0,0
1401,Google Inc (GOOG) news: Google looks to repeat Android success with  ...,0,0
1403,Google to release Android for wearables SDK in two weeks,0,0
1404,Google Is Releasing An SDK For Wearable Devices This Month,0,0
1405,"Google Inc. share price, company plans to release tools for wearable devices  ...",0,0
1406,Google set to launch Android for smartwatches,0,0
1407,Google's Pichai claims millions of Chromecasts sold,0,0
1409,Google gets serious about wearables: New Android SDK to be released in two  ...,0,0
1411,Google to release Android-based SDK for wearable devices end of March,0,0
1412,Google's Plan To Bridge The Gap With Wearables Starts With A New Android  ...,0,0
1413,Google to release Android SDK for wearable devices in two weeks,0,0
1415,"Google To Launch Nexus 8 In July, After Retiring Nexus 7",0,0
1416,Google Inc (GOOG) To Launch Software Development Kit For Wearable Devices,0,0
1417,Google Nexus 7 Tablet Release Date & Specs: Device Expected To Arrive As  ...,0,0
1418,Another hint that Google Chromecast is coming to Australia,0,0
1419,Google Android-based SDK for wearables coming in two weeks,0,0
1421,"Nexus 6 rumors suggest LG G3 similarities, Google I/O announcement",0,0
1422,Google Wearable SDK To Be Launched Soon For Third Party Developers,0,0
1423,Google to Offer Android for Wearables,0,0
1424,Google Chromecast Sales Now In The 'Millions',0,0
1425,Google to release SDK for Android wearable devices,0,0
1427,Google Says Wearable Developer Tools for Android Coming Soon,0,0
1428,Google To Release Android Software Developer Kit For Wearables,0,0
1814,Apple Moves to Take On Google -- in Your Car,0,0
1818,Will Apple's Pandora Diss Turn CarPlay Into Another Google Maps?,0,0
1824,"Apple Inc., Google Inc Maps Spat Spills Over To CarPlay",0,0
1941,Does Google need an Edward Snowden?,0,0
5681,Stop the Presses: Flappy Bird May Make a Return to Google Play,0,0
5705,The Most Popular Free Flappy Bird Clones Games in Google Play Include Flying  ...,0,0
5815,Google Launches Add-ons for Docs and Sheets,0,0
5816,Google Inc (GOOG) has launched an add-on store for Google Docs and Sheets,0,0
5817,Google add-ons boost Docs and Sheets in new Word strike,0,0
5818,"Move over Chrome, Google Docs has add-ons now too",0,0
5819,Google Docs Google Drive,0,0
5820,UberConference Launches Google Docs Add-on,0,0
5821,Google's Add-on store for Docs and Sheets could close the...,0,0
5822,Google launches Docs plug-ins to better compete with Office,0,0
5823,Google Docs and Sheets now include third-party add-ons,0,0
5824,"Google Drive launching third-party add-ons program for Docs, Sheets",0,0
5825,Google Launches Add-On Store For Google Docs,0,0
5826,Google to pay US$15 for each customer referral,0,0
5827,$15 Bounty Offered for Each New Google Apps User,0,0
5828,Google Courting Cloud Apps Users with Referral Program Launch,0,0
5829,Google Paying for Business Apps Referrals,0,0
5830,Google introduces program offering $15 per referred Google Apps user,0,0
5831,Google Offers Cash Incentives To Users Through Its Google Apps Referral  ...,0,0
5832,Google Doles Out Cash for Apps Referrals,0,0
5833,Google Apps Referral Program: $15 Bonus for Luring in New Users,0,0
5834,Google launches referral program for Apps suite,0,0
5835,Will $15 shills really help Google overtake Microsoft Office?,0,0
5836,Google Offers Apps Referral Program - Analyst Blog,0,0
5837,Google To Pay $15 Per Seat For Google Apps Customer -- Not Partner -- Referrals,0,0
5838,Google Apps for Business will pay users $15 for each referral,0,0
5839,Google Apps Referral: Cash For New Customers,0,0
5840,Google Offers $15 Referral Deal for Business App,0,0
5841,Google Offers Apps Referral Program,0,0
5842,Google Will Pay You $15 To Refer Users,0,0
5843,Google Embraces Affiliate Marketing With Business Referral Program,0,0
5844,Google Will Pay You $15 for Each Business User You Get Hooked on Google,0,0
5845,Google Offers $15 Referral Fee for Google Apps for Business,0,0
5846,Google Apps for business lets you earn $15 for each referral,0,0
5847,Google Inc (GOOG) Referral Program for Google Apps for Business,0,0
5848,Google Apps for Business referrals: hard bargain or hard sell?,0,0
5849,Google Offers $15 for App Referral Sign Ups,0,0
5850,Google's New Apps Referral Program Offers $15 For Successful Sign-Ups,0,0
5851,Google Apps Referral programme kicks off at $15 per user,0,0
5852,Google announces Google Apps for Business referral program,0,0
5853,Google Inc (GOOG) Offering $15 Referral To Promote Its Office Apps,0,0
5854,Google Announces Apps Referral Program; Offers $15 For Successful Sign-Ups,0,0
5855,Google Apps Referral Program Offering $15 For Each New Customer,0,0
5856,Wanna make 15 bucks? Assimilate someone into the Google Apps BORG,0,0
5857,Send business to Google Apps; make big bucks,0,0
5858,Wanna make $15? Refer Google Apps to your network,0,0
5859,Google gets serious about office apps: Offers $15 for referrals,0,0
5860,Google Inc (GOOG) will pay $15 per referral to Google Apps with certain conditions,0,0
5861,Google turns users into sleazy salespeople with paid Google Apps referrals,0,0
5862,Company Update: Google Inc (NASDAQ:GOOG) – Google Offers Bounty for New  ...,0,0
5863,Google Offers Bounty for New Signups at Google Apps,0,0
5864,Google Apps Referral Program: $15 Bonus for Each New User,0,0
9867,Google plans to open first retail store in New York,0,0
9868,Google Hunts for Space in New York's Soho for First Retail Store,0,0
9869,Plenty of speculation about Google's first store,0,0
9870,Google plans to open first retail store in New York City,0,0
9871,Google plans to open first retail store in NY City,0,0
9872,Rumor: Manhattan to be home of first Google retail store,0,0
9873,Google To Open New York Store - Report,0,0
9874,Google Searches for Space in NYC's Soho for Retail Store,0,0
9875,Google Is Eyeing Its First Retail Store In SoHo,0,0
9876,Google Plans First Retail Space Near NYC Apple Store,0,0
9877,Report: Google Eyeing First-Ever Retail Store in New York,0,0
9878,Google Rumored to Be Opening a Google Store in New York City,0,0
9879,Next Up: Google Stores? The Search Giant Is Scouting for Retail Space in New  ...,0,0
9880,Google Scouting for Retail Space in New York's SoHo,0,0
9881,GOOG Stock: Google Goes Retail With NYC Google Store,0,0
9882,Google Store NYC: Google Glass Release Date Could Coincide With Upcoming  ...,0,0
9883,Google considering brick and mortar storefront in New York SOHO district,0,0
9884,Google may open first-ever retail store in New York,0,0
9885,Google Chose An Interesting New York City Location To Open Its First Store,0,0
9886,Report: Google Eyes First US Retail Location Near NYC Apple Store,0,0
9887,Google To Open Retail Store In Manhattan (Rumor),0,0
9888,"Google eyeing Manhattan site for first brick-and-mortar store, report says",0,0
9889,Google may open a retail store in Manhattan,0,0
9890,Google Permanent Retail Store Could Arrive In Manhattan,0,0
9891,Google set to open its first flagship store in Manhattan...around the corner from  ...,0,0
9892,Google might finally be readying its competition for the Apple Store,0,0
9893,Google may launch its first US retail store in New York — right next to the Apple  ...,0,0
10056,"NSA Malware Plan, Google Lawsuit, Angry Birds Epic, Learn Linux [Tech News  ...",0,0
10327,Google Celebrates The Web's 25th Birthday With Plea To Keep It Free,0,0
10453,"Microsoft's open challenge to Google: Offers free Windows OS to Lava, Karbonn",0,0
13597,Windows and Android Together Make Microsoft and Google Mad,1,1
13614,Asus Duet's marriage between Google and Microsoft on the rocks,1,1
13616,Asus Transformer Book Duet Axed Due to Pressure from Microsoft and Google,1,1
13622,"Google, Microsoft Prefer No Dual Booting Asus Notebook",1,1
13624,"Microsoft, Google Kill Off Intel-Asus Dual OS Tablet Effort",1,1
13867,Google launches price war in the cloud,1,1
13869,Google Drive Prices Dropped By 80 Percent,1,1
13870,Google Drive Drops Prices to $9.99 a Month,1,1
13871,"Google Reduces Cloud Storage Costs, Adds 30 TerabyteTier",1,1
13872,Google Cuts Cloud Storage Prices,1,1
13873,Google drastically drops price for storage on Google Drive,1,1
13875,Google Drive slashes cloud storage costs: Enough space for two centuries of  ...,1,1
13876,"Google slashes Drive prices, undercuts competitors",1,1
13877,Google Drive prices cut 80%,1,1
13878,Google Drive drastically drops prices for online storage,1,1
13879,Google Drive Goes On The Offensive,1,1
13880,"Google Significantly Reduces Google Drive Prices, Tempts You to Jump Into the  ...",1,1
13881,"Google slashes Google Drive storage pricing, offers 1TB for $9.99",1,1
13882,Google drastically slashes its Drive paid plans,1,1
13883,Watch out Dropbox: Google Drive is now super affordable,1,1
13884,Why Google's price cut made the consumer cloud biz a lot cloudier,1,1
13885,Google Drive Cuts Its Cloud Data Storage Prices,1,1
13886,Google shrinks Drive Cloud storage prices,1,1
13887,Google Drive price cuts signal start of Cloud Storage Wars - What will Dropbox  ...,1,1
13888,Google diminished cloud cost,1,1
13890,"Google Cuts Drive Prices, Targets Cloud Storage Competitors",1,1
14288,Review: Uneasy first steps with Google Glass,1,1
14289,Uneasy first steps with Google Glass,1,1
14290,"Picking up Glass, Google style",1,1
14291,Why We Hate Google Glass -- And All New Tech,1,1
14292,"Review: Picking up Glass, Google style",1,1
14293,First steps with Google Glass uneasy,1,1
14294,Google Glass is helping doctors with dermatology research,1,1
14295,Google Glass Aids Doctors in Dermatology Research,1,1
14296,Google has plans to support wearable technology,1,1
14297,Review: Uncertain first steps wearing Google Glass in Manhattan,1,1
14298,Google Glass Price: Will Consumer Wishes Dictate The Cost Of The Device  ...,1,1
17502,"The Next Apple TV Is Likely To Focus On Gaming, Be The Size Of A Google  ...",1,1
17854,Google And Viacom Settle YouTube Lawsuit,1,1
17855,"Google, Viacom settle YouTube copyright suit",1,1
17857,"Google, Viacom Resolve Copyright Suit",1,1
17858,"Google, Viacom settle billion-dollar copyright battle",1,1
17860,Google & Viacom settle YouTube copyright suit,1,1
17861,"Google, Viacom settle landmark YouTube lawsuit",1,1
17862,"UPDATE 2-Google, Viacom settle landmark YouTube lawsuit",1,1
17863,Google and Viacom Finally Bury the Hatchet,1,1
17864,Google share price: YouTube owner settles 'landmark' copyright lawsuit,1,1
17865,"Google, Viacom settle YouTube lawsuit",1,1
17866,Google And Viacom Settle YouTube Copyright Lawsuit,1,1
17867,Google settles copyright suit with Viacom over YouTube vids,1,1
17868,Viacom and Google reach settlement in long-running YouTube lawsuit,1,1
17869,Google and Viacom settle YouTube copyright legal battle,1,1
17872,"Viacom, Google Settle Long-Running YouTube Copyright Lawsuit",1,1
17874,Google settles YouTube copyright case,1,1
17875,Google-and-Viacom-Come-to-Mysterious-Settlement-Over-YouTube-Lawsuit,1,1
17878,Viacom and Google settle massive copyright lawsuit,1,1
17879,Google settles YouTube copyright lawsuit with Viacom,1,1
17880,"Google, Viacom Settle YouTube Copyright Lawsuit",1,1
17883,Google and Viacom settle lawsuit over copyright infringement on YouTube,1,1
17884,"Google, Viacom reach deal in YouTube copyright lawsuit",1,1
17886,It's Over! Viacom and Google Settle YouTube Lawsuit.,1,1
17887,"Viacom, Google End 7-Year YouTube Copyright Fight",1,1
17888,"Viacom, Google settle 1B copyright lawsuit",1,1
17889,Viacom and Google reach settlement over YouTube copyright claims,1,1
17890,"Google, Viacom Settle YouTube Copyright Suit; No Terms Given (1)",1,1
17891,Market Update (NASDAQ:VIAB): Viacom and Google Resolve Copyright Lawsuit,1,1
17893,Google settles long-running copyright battle with Viacom,1,1
17895,"Google, Viacom Resolve YouTube Copyright Lawsuit",1,1
17896,Google And Viacom Settle Seven Year YouTube Copyright Battle,1,1
17897,Google And Viacom Finally Settle The Big YouTube Lawsuit,1,1
17898,Google settles its seven-year YouTube copyright battle with Viacom,1,1
17899,Google Inc (GOOG) and Viacom have settled the YouTube lawsuit,1,1
17900,Google and Viacom settle landmark YouTube copyright suit,1,1
17901,"Viacom Ends $1 Billion YouTube Lawsuit, Reaches Agreement With Google",1,1
17902,"Google, Viacom settle YouTube copyright suit (Update)",1,1
17903,"Viacom, Google Settle YouTube Lawsuit",1,1
17904,Google and Viacom settle $1B lawsuit over alleged YouTube piracy,1,1
17905,Google and Viacom settle seven-year YouTube row,1,1
17910,"Google, Viacom settle 7-year legal battle over copyright infringement",1,1
17911,"Google, Viacom settle $1 billion YouTube lawsuit",1,1
17912,"Google, Viacom settle outmoded YouTube copyright suit",1,1
17913,Viacom and Google settle $1B lawsuit over alleged YouTube piracy | The Republic,1,1
17914,Viacom and Google finally settle long running copyright lawsuit against YouTube,1,1
17916,"Viacom, Google Settle YouTube Copyright Suit -- Update",1,1
17918,"Google, Viacom settle YouTube copyright lawsuit 0",1,1
17919,Google & Viacom settle longstanding YouTube lawsuit,1,1
17920,Google And Viacom Settle Once And For All,1,1
17921,"Google and Viacom end YouTube lawsuit, agree to work together",1,1
17922,Google and Viacom Resolve Copyright Suit,1,1
17923,Google and Viacom Settle YouTube Copyright Suit,1,1
17925,Viacom and Google Resolve Copyright Lawsuit,1,1
17926,Google (GOOG) and Viacom (VIAB) Agree to Terms in Copyright Lawsuit,1,1
17927,Google and Viacom Settle Copyright-Infringement Lawsuit over YouTube,1,1
17928,"Google, Viacom Resolve 7 Year Copyright Infringement Suit",1,1
18198,"Office 365 Personal; Criminal Googles Name, Surrenders; PS4 Tops Xbox One",1,1
18527,This Hotel Will Give You A Free Drink If You're Wearing Google Glass,1,1
18528,Google Glass to the NBA. Watch the Flops in First Person,1,1
18529,When Google Glass becomes dangerous,1,1
18530,"Watch Them Shoot, Score: Sacramento Kings Wearing Google Glass",1,1
18532,NBA dons Google Glass to put you in the ...,1,1
18534,Google glass (stylized simply as GLASS) is the first wearable computer.,1,1
18536,Hotel Bar Offers Free Drinks to Google Glass Users,1,1
18537,hotel bar actually wants you to use Google Glass,1,1
18538,Nob Hill hotel bar actually wants you to use Google Glass,1,1
18539,Aurea Lounge Offering Free Cocktails To Google Glass Wearers,1,1
18540,K-Glass: Korea's Answer to Google Glass,1,1
18541,Telstra trials Google's wearable tech,1,1
18542,Google Glass gives dunks-and-all view,1,1
18543,Google Glass Coming Soon for $600,1,1
21442,The Obama Administration Turns to Google to Launch a Climate Information  ...,0,0
21447,"Obama creates climate tool with Google, others",0,0
21740,A Surprising Number Of Places Have Banned Google Glass In San Francisco,0,0
21742,Google Glass for Construction?,0,0
21743,Alleged Google Glass Attack Victim Under Restraining Order For Secretly  ...,0,0
21744,Google Glass Leads Video-Game Makers to Test Wearables,0,0
21747,Here's How Google Plans To Make You Want To Buy A Pair Of Its Dorky  ...,0,0
21749,Notorious Google Glass User Has A History Of Recording Her Neighbors,0,0
21750,SF Hotel Bar Offers Free Drinks to Google Glass Users,0,0
21751,Sarah Slocum of Google Glass fame reportedly caught up in previous privacy fight,0,0
21752,Google Glass goes to the NBA - This is what a slam dunk really looks like,0,0
21753,Watch Your Favorite Basketball Player Through Google Glass,0,0
21754,Should This Hotel Be Giving Free Drinks to Google Glass Owners?,0,0
21755,San Francisco Bar Will Give A Free Drink To Anyone Wearing Google Glass,0,0
21756,Alleged Google Glass attack victim accused of recording neighbors,0,0
21757,San Francisco bar offers free drink to Google Glass wearers,0,0
21758,Eye-Openers: Google Glass is the new bacon,0,0
21760,Here's How Google Plans To Make You Want To Buy A Pair Of Its Glasses,0,0
21762,"Roy Choi Green Burrito, Google Glass, Kogi BBQ",0,0
21763,Leprechaun Burrito Created For LA Food Trucks Using Google Glass,0,0
21764,Roy Choi Dons Google Glass For Ultimate St. Patrick's Day Feast,0,0
21766,Google's Chromecast for streaming web content on TVs finally coming to Canada,0,0
21767,Google's Chromecast finally coming to Canada,0,0
21769,Google's Chromecast finally comes to Canada,0,0
21770,"Google Chromecast dongle launches in the UK, priced at £30",0,0
21771,Google Chromecast now on sale in the UK for £30,0,0
21773,Google Chromecast Now Available in the UK,0,0
21775,Got Google Chromecast? Got a BT Homehub? You might want to read this,0,0
21777,Google Chromecast UK - review,0,0
21779,Google 'completely overwhelmed' by Chromecast's popularity,0,0
21780,Google Chromecast Launches in UK Costing £30 as BBC Adds Support for iPlayer,0,0
21781,Google enters UK's TV market with £30 Chromecast dongle,0,0
21782,Google launches Chromecast internationally,0,0
21783,Google's most popular device is now available in more markets,0,0
21785,Google Chromecast goes on sale in Europe and Canada,0,0
21786,Google Chromecast: the £30 gadget that will change how your family watch TV,0,0
21787,Google's Chromecast goes on sale in Europe and Canada,0,0
21788,"Google Chromecast released in the UK: Price, specs, compatible devices and  ...",0,0
21789,Google Chromecast launches in UK,0,0
21790,Chromecast lands in the UK: £30 for Google's TV stick,0,0
21791,Google's Chromecast TV dongle hits UK shores,0,0
21792,Google brings Chromecast platform to additional 11 countries,0,0
21793,Google Chromecast goes on sale in UK exclusively in Currys & PC World first,0,0
21794,"Google Chromecast supports YouTube, Google Play Movies and Netflix",0,0
21795,"Google launches Chromecast in UK, Europe; tackles Spotify in Nordics",0,0
21796,Google Chromecast hits UK,0,0
21798,Google Chromecast dongle streams into the UK,0,0
21799,Google's Chromecast in 11 more countries,0,0
21800,Google Chromecast goes on sale in UK,0,0
21801,Google takes Chromecast to Germany,0,0
21802,Google Takes The Chromecast Beyond The US — To 11 Markets In Europe  ...,0,0
21803,Google Chromecast UK Release Date: £30 Dongle Out Now,0,0
21804,Google Chromecast May Land In The UK This Week,0,0
21805,Google Chromecast Launched In The UK And Europe,0,0
21806,"Google Chromecast launches in the UK today, priced £30",0,0
21810,After a long wait Google Chromecast is here and it's going to be a huge hit  ...,0,0
21811,Google brings Chromescast HDMI dongle to the Netherlands,0,0
21813,Google Chromecast out now in the UK for £30,0,0
21814,Google Chromecast launches in the UK: review,0,0
21815,Google launches Chromecast streams simultaneously in 11 countries,0,0
21816,Google's Chromecast: Turn a gogglebox into a Googlebox for £30,0,0
21817,Google Chromecast goes global as streaming stick launches outside the US,0,0
21819,Google's Chromecast streams its way into 11 additional countries,0,0
21820,Google Chromecast Streaming Device Expands To 11 More Countries,0,0
21821,Google officially announces Chromecast for £30,0,0
21822,Google's Chromecast officially available for Canadians,0,0
21829,Google Launches Chromecast In Europe and Canada,0,0
21830,Google Chromecast To Roll Out To 11 New Countries,0,0
21831,Google Chromecast appears on UK retailer website ahead of launch,0,0
21832,Google Chromecast is now available in a dozen countries,0,0
21833,"Google Chromecast Launches In UK, BBC iPlayer In Tow",0,0
21834,Google Chromecast Listed on PC World/Currys for £30 in the UK,0,0
21835,Google's Chromecast is launching in Canada on March 19th for $39,0,0
21837,"Google Chromecast arrives in Europe: undercuts Apple, Roku",0,0
21838,"Google Chromecast Officially Hits the UK Today Priced £30...No, for Real This  ...",0,0
21839,Google brings Chromecast to UK TVs today,0,0
21840,"Google Chromecast costs £30 in the UK, out today",0,0
21842,Google Chromecast arrives in the UK priced at £30,0,0
21843,Google Chromecast arrives in Canada on March 19,0,0
21844,Google launches £30 Chromecast to make your dumb TV smart,0,0
21845,Google now selling Chromecast outside the US in 11 countries,0,0
21846,Google Chromecast is coming to Canada,0,0
21847,Eleven more countries: Google launches Chromecast in Europe and Canada,0,0
21851,MyCastScreen adds some Google Now flavor to Chromecast,0,0
21852,Google Chromecast to hit UK stores tomorrow,0,0
21853,"Google Chromecast set to invade Europe, hits UK market March 19",0,0
21854,Google Chromecast UK Release Date tipped for March 19th,0,0
21855,March Of The Google Chromecast Look-Alikes,0,0
21856,Google Chromecast vs Apple TV: Which Does What Best?,0,0
21857,Google Chromecast Review: UK Release Tipped For March,0,0
21858,Google Chromecast rumoured to be coming to UK on 19 March,0,0
21860,Google Chromecast UK launch scheduled for 19 March,0,0
21861,Google Chromecast prepped for UK release,0,0
21862,Google Chromecast UK release date set for 19 March,0,0
21863,Google Chromecast tipped for 19 March UK release,0,0
21864,"Google Chromecast U.K. Launch Set for March 19, Leak Says",0,0
21865,Google Chromecast misery for UK release ends,0,0
21866,Google may finally launch Chromecast in the UK this Wednesday — 8 months late,0,0
21869,Release date for Google's Chromecast,0,0
21870,Google Chromecast UK release date leaked,0,0
21871,Google's Chromecast streaming stick set to go on sale in the UK this week,0,0
21872,Google Chromecast tipped for March 19 UK release,0,0
21873,Google Chomecast UK release set for March 19,0,0
21874,Google's Chromecast finally tipped for UK launch on 19 March,0,0
21876,"Google Chromecast reaches UK retailers, coming soon for £35 or less",0,0
21877,What is Google Chromecast and why should you care?,0,0
21878,Google Chromecast speculated to be coming to UK very soon,0,0
21975,Google Sued For Data-Mining: California Students Claim Violation Of  ...,0,0
21976,Google data mining messages: Google sued for data-mining students' email,0,0
21977,Google Voice to be nixed in favor of Hangouts integration,0,0
21978,"Report: Google to Kill Off Voice Within Couple of Months, Functions to be Solely  ...",0,0
21979,Google Voice to be rolled into Hangouts within the next few months,0,0
21980,Google Voice app could be set for the chop with Hangouts to reap rewards,0,0
21981,"Google reportedly plans to kill Google Voice, roll it into Hangouts",0,0
21982,"Google to reportedly kill Voice, integrate it into Hangouts",0,0
21983,Gmail Down: Google Outage Twice In 2 Days,0,0
21984,Google Voice will be killed off and merged into Hangouts,0,0
21985,Google Hangouts Services Go Down,0,0
21986,Rumor Mill: Google to move Google Voice functionality to Hangouts,0,0
21987,Google Voice may soon be integrated with Google Hangouts,0,0
21988,"Google Outage Hits Hangouts, Chat, Spreadsheets",0,0
21989,"Google Tipped To Consolidate Communication By Killing Google Voice, Rolling  ...",0,0
21990,Why Google Killing Google Voice Would Be Fantastic,0,0
21991,Google Talk - Reasons Why You Should Download the Free Update,0,0
21992,"Google Hangouts, G-Chat and more resurrected - Why is Google crashing so  ...",0,0
21993,Google Hangouts – How This Free Download Works On iOS?,0,0
21994,Google Hangouts and Gmail Chat Experiencing Service Disruption,0,0
21995,Google chats back on,0,0
21996,Lawsuit Alleges That Google Has Crossed A 'Creepy Line',0,0
21998,Heads up: Hangouts is being weird today (other Google services too),0,0
21999,"Android Apps vs. iOS 7 Apps 2014: Google Hangouts, Vine, & Venmo Among  ...",0,0
22000,"Google Hangouts, Chat, Spreadsheets go offline for several hours",0,0
22001,"Google Talk, Hangouts hit by outage",0,0
22002,GChat Outage: GChat and Google Drive Are Down for Users [Photos],0,0
22003,Google's real-time chat services go down…,0,0
22004,Gchat down: Major outage hits Google services,0,0
22005,Google's services go down,0,0
22006,Google's real-time chat service down,0,0
22008,"Gmail Chat, Google Hangouts, and Google Spreadsheets Suffer Outage",0,0
22009,Gchat crashes in 2nd major 2014 Google service disruption,0,0
22010,Google Hangouts outage brings chatting to a halt (update: service restored),0,0
22012,"Google Hangouts is down, it's not just you [Update: Restored]",0,0
22014,Gmail and Hangouts Down: Top Google Services Experiencing Outages Today,0,0
22016,"Google Drive, GChat, Hootsuite All Down [UPDATE]",0,0
22017,Google Hangouts and Talk experience multi-hour outage,0,0
